"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"01111101100001101000",117778,8005161,7618,33630,106057,92174,3550,15869233,31714,730,954404,1893,52986,4608420,45150,434519,27895,50824,107021,40642,424478,122067,87445,376,16452,21951,3403,816804,277196,277972
"01001111000100001110",968,18,4,737,140,279,4,5,9,1,21593,0,5,57,5,3,785,8008,9,333,6,8,9,3198103,26683,374523,64556,0,416,282805
"10111000010010010110",54,0,34902,0,12,0,2,0,191,0,476001,1,21187,0,5,0,5012,0,22,50727,0,0,0,7172,1950,2,5,0,57,18651
"11010111100101101110",229135,5324120,2610,132740,83012,56786,137027,836527,10425,217,1672555,149,841131,534869,9010,7249,12758,574222,351486,4744,4503206,90823,84700,44847,274142,423414,150990,393049,208084,10188
"00010000000101011100",104203,920353,97578,1127,14854,4090,92756,21660,1017,9730,3377,11509,43236,92383,91083,210950,1024722,1666403,6718,543353,721,1287926,2288563,4491338,187426,651318,280845,22067,21636,672918
"10001001001011011110",0,1,90,12670,1050,5,51,2,5,3,1533,0,73,0,441,3,37,8152,54,3099,0,30,207,12781,75942,41809,13343,0,16192,1313656
"01000110010101011111",278455,80024,43228,60614,519,21772,502840,20441,7771,219793,494841,141952,31022,4464,148359,16610,81778080,1473104,41015,440120,156,281794,266187,2421066,1136412,417089,3424,62848,26851,178198
"10111010011101011100",9262,0,16113,0,0,0,21,1,0,0,221562,0,316,0,15,0,227270,1,0,118997,0,3,0,3837,11903,20,100,0,3296,1247
"11100110010001101010",1629,129434,7147,52746,466,5434,944282,8307296,6375,1344,16569676,11673,235024,16828,31521,12603,480577,366322,5672,19931,253285,4671907,1226631,1021,623633,5405255,133594,1157748,3394471,517109
"00001110001110001000",1146239,1244007,61304,2724,95823,613045,17490,212573,1928,3547841,17748,1021,918,340604,207250,41881,177788,100744,897,274728,7503,159724,11809,623765,70030,38665,4075144,21443,7089,197746
"11101000001101110010",2669,21739,32333,1160359,55360,65531,191744,20578,32148,2343,210552,3430,2394423,35767,1490120,5524,72380,4484,691670,58445,14342,2246854,12620,8411,2706929,33414,434803,1810,276783196,4330313
"11000000000111100110",6598,1217730,99129,57812,106217,3213,59918,105918,15576,2576,29822,16061,7639529,3802,64916,17930,31473,283514,1052528,3614,43921,170392,4880011,2187056,2187011,680455,289898,8990,139634,979228
"00101000000101001010",9406,126679,33381,148324,26831,128000,555807,403807,684,7610,178652,32017,81625,676872,8058,16988,1153473,40297,6471,433059,9283,14513871,40159,9131,633103,727577,5999055,1127,992287,10528656
"01111000110011010010",8290,35856,69219,30556,172264,126687,274066,986524,125129,15675,1359550,5408386,1934821,5009,378365,429449,148507,236603,1822678,28123,141316,5528253,72167,3942,17423,8345,19,27587,144810,6007436
"11110101010100110110",2808,0,1291,0,1,0,0,0,45,0,242285,0,1994,0,2,0,52089,0,39,4224,0,0,0,17280,8742,31,4,0,411,3201
"00001010111000000111",228520,33270,101764,167536,1125510,49496,1945576,13271,187211,141158,2232173,872488,295933,108,17250,7747,1861,327200,209454,215013,103332,20755,7602,264692,260618,11705,231822,62407,1540,5448
"01001100000000110111",10279,248290,25683,8781,251815,6403,1324,617,11589242,96013,1028297,4591841,1354320,18079,426591,36919,56127,42253,13265985,804088,1960,4718,2026255,1826008,267100,3689,19090,16329,33355,407129
"11110001001001101100",1760,0,16201,0,0,0,4,53,6,0,40011,0,610,0,12,0,18419,0,0,7348,0,0,0,1213,4393,13,295,1,428,94
"10100111001000011010",0,0,27,266,15,30,211,1,11,1,8824,0,1,4,54,0,916,2561,1,1278,8,164,19,6189,78495,201990,85192,3,35119,146596
"00100001010100101000",9990,56548,41122,29401,4001,67593,19700,1005518,121,43180,11188,40969,3348,192290,5196,715239,51740,176991,851,43004,613,42517,197678,21341,599154,7287727,2733093,17897,64097,3081667
"10101100101110111101",325,0,15257,0,4,0,0,0,7,2,24753,0,265,0,13,2,71562,0,32,125389,0,0,0,54879,59140,0,30,0,237,506
"01110101001010010110",5,0,7,0,0,0,0,0,0,0,647,0,0,0,0,0,4879,0,0,134,0,0,0,129126,119,4,0,0,0,1167
"01101101001000100011",53732,41815,74562,359170,377507,16467,2245,19568,2824740,8691,261240,67798,10889,96649,202803,1325,23444,764,398079,634385,12038,1707,28729,2618,345410,9334,66122,11558,72202,214671
"00100111110110011001",15,0,117,277,4,950,5,3,0,4513,581,10,0,0,18,928,85030,224113,1,211,0,8,5,335676,86851,300536,5,36,82,801248
"11110000111011000011",35991,19650,725739,292499,317989,1746,5979040,917848,603329,2385,47436,96971,163688,490,387986,40302,72717,49881,59433,32946,744772,133388,89952,6099,411709,87129,114,746384,9730,110041
"01000011011100101010",165650,36094,2509,96851,3445,89354,1048883,2728527,642,6769,273460,1532,13227,29683,123802,8890,55693,412006,3207,8652,15584,7119,12397,91562,169880,2457096,11734307,7683,86319,84557
"01000001101101000110",1647,4,12,37188,1534,10,797,10,1,0,589,0,23,0,6,1,658,28229,109,12,5,4,7,2837118,79431,258118,5123,0,555,28298
"00001011111000000100",795,4,37,1879,2327,63,56,7,3,8,11236,1,8,0,5,12,2,68937,8,51,17,3,2,296114,9983,60806,6791,4,87,11397
"00000011110001101110",3370,216541,4578,193434,9370,20326,1574712,4383055,181,3719,10807405,42823,723792,327,1916,17009,7506,26321458,156698,7507,92874,125887,545180,4154,148793,1238243,546071,347963,44133,20834
"11110110100100110111",1329,0,2138,0,0,0,2,0,536,0,1907739,0,6051,0,2,0,700539,1,205,2064,1,0,0,590722,19951,1,2,1,147,74
"11010011101100111011",13955,15890,7633,20724,28206,304872,1321091,45082,304463,2124,157962,453,228400,255349,2855979,20186,24908,120830,151017,13617,1224694,3114,1984,177669,290324,14767,196558,297175,372404,7392
"01011011001010100011",76844,144004,86192,7303,332017,10565,3029,67318,3336416,15310,261274,9676,36857,2967,4294049,2746,4861,55057,248577,74399,1236742,927,27730,29700,26725,23754,18936,36464,2352,86262
"01010011011011101110",84067,245041,31145,87049,8501,790,63503,7499740,1091,1489,383112,8008,22185,72,271720,13584,12347,5711099,25157,89867,27607,13214,2609560,7829,59049,3834348,36568,49733,3955,65150
"10000100011110100101",314647,503795,421748,244267,982274,488,2193,1950,18275,13144550,879,30034,5067,232,76547,383136,7078,137276,19452,316462,185,491,1923446,3499513,7423548,1325628,77513,138824,949,160419
"11100100110000001100",4238,0,7504,0,0,0,93,84,33,0,515894,0,3539,0,0,0,64987,0,1,1112,0,0,0,84424,2603,1,27,3,28,50
"00000111101101111110",37557,73980,2744,819718,23942,156764,185186,35048,90,48110,626890,1291,28603,3586,20514,2116,149831,3136719,763850,83108,2142,73963,33521,25170,569279,68826,966062,41552,649077,9947
"00110010100101011001",20011,27102,252628,1100,706,235324,583563,66465,2575,31788,42569,10731,8078,36976,107887,246121,29366111,2315795,4611,124063,35961,5522373,14039,198484,368813,110042,3619,2074869,64853,142838
"10101111011011111010",225,11806,40089,2385529,10486,83586,24089,318664,1628,430011,4041839,10746,31461,1271,678258,4673,19780,68927,71382,635508,4606,1089507,62600,6,483045,98994,24168,54859,20299236,2059125
"10101011011000011110",0,0,3,0,0,0,0,0,0,0,118040,0,0,0,0,0,86,0,0,214,0,0,0,1399,1405,9,39,0,53,1022
"11011000100000000000",186616,7916468,47038,295,5162410,148204,626068,652565,21513599,309,186216,5059,15854565,13702879,267694,178111,443,9054,101820,1763,87298142,229902,18979,652869,8979,1105,63156,580596,40591,45380
"10100101100010010001",0,0,1106,63,403,57,3,0,580,65,180,10,3,1,64,43,1068,2832,58,76,4,7,59,139696,79201,4034,5,118,349,330094
"01101000111100010010",124937,2684,25017,418335,270989,4354927,2544496,68183,31570,34603,256827,1023509,371558,68403,140466,106244,55804,10498,469709,36651,6173,517456,520,111132,221110,2732,30734,945,1132616,780192
"11111111110111110001",80757,310650,228036,341000,36614,851394,746,62861,148383,1132253,351755,4262,87741,12575,1282505,488302,140079,69452,1103517,10238,90290,108599,2510,1817,407184,13523,1,2374216,785988,913846
"10001100100100011000",25076,1418955,9357,4633,752597,5340338,343032,35481,71288,436346,80718,5233,822850,88746693,112390,691759,26583,19047,59657,34735,43191,621184,6557,546034,115752,1001,774719,115445,1205261,266063
"00011001101111000000",3020,49,18,5815,28992,13,9,16,1,24,74,0,1,0,70,51,152,45160,7,39,23,5,2,116146,5716,317121,210,1,140,674087
"10100000000010001011",60,8594,1961767,1486,19465,14544,592091,110704,385557,10993,19194,1567042,93674,96001,60292,32883,140339,18763,5415,404920,66312,300145,2044080,54751,1290655,95496,690531,93303,9353,1002045
"00000110001010000000",237620,334733,318802,135,71418,13138,50070,91468,31383,307877,15805,6672,1815,6901,184201,1769,130190,249386,2686,31224,50567,150587,281152,902576,29767,30786,361291,441879,793,21960
"11101110010000110101",510,0,24458,0,0,0,0,0,1194,0,6243099,0,5521,0,27,0,146559,0,24,10788,0,0,0,41497,13054,0,1,2,595,537
"10101100011001000110",5600,0,6726,17,17,0,33,1,9,0,1769540,0,1783,0,1,0,29506,0,3,80932,0,0,0,240,14790,10,126,0,671,885
"11010101000001000010",138,50,4,439,1536,0,90,11,535,0,4262,0,34,21,52,0,917,3761,7,22,752,27,262,46564,6869,2618610,269,8,1175,414098
"00001001010111011110",8,2,16,37627,187,22,9,3,0,233,1605,10,12,0,30,125,1795,193331,31,1529,0,30,129,114445,71905,2459988,596,0,1664,41481078
"11000101101110100011",100552,179086,35334,469056,3165533,77581,55320,39079,726394,91197,10961,2314,86826,112594,282646,9124,13179,9406,1533851,3393,131716,210,12531,238140,788731,7037,20797,112991,14950,20907
"10011000111100111001",43858,181051,5126,171048,975794,34091,180628,18985,35455,1916632,30735,4122,118143,38824,1796585,30452628,2666,237430,16590,344120,12953,2996,7460,121687,423625,83124,112909,301338,222031,303126
"00010011001111001010",165,2,8,989,69,2,119,37,0,3,350,0,0,0,61,1,8997,510908,0,241,15,28,23,90732,15646,55896747,17131,0,117,638995
"10001001110110001000",26,19,13,2629,3232,749,69,128,1,157,491,0,26,19,15,3434,14,19492,2,11,13,5,3,206071,22430,249772,3636,2,656,2341872
"00000010100000001001",12410,209050,112583,64,5536,169731,3787123,589279,73312,25353,175857,28256,57933,92705,43902,96338,347421,1709158,2863,12481,582776,103314,61663,2196722,58035,13502,655125,8997618,1284,5102
"10001110011110110100",80607,279297,105682,79773,323421,80908,1000,1497,6627,28446864,64162,18012,68383,442,452413,162394,1382,208798,153544,179336,810,50835,85610,520124,1127934,56203,115435,27011,203637,417503
"10000110111000010110",24247,13866,33874,32595,461838,50434,7536520,4775,123095,52603,1812916,229822,869931,1090,27545,1622,2071,261100,374481,40691,100610,369545,55268,210950,269278,6716,191027,283414,74857,2999
"01011100011001000001",44427620,6095713,60145,94443,697438,231,44695,133697,1029596,107455,49945,2119,4853,12223,2152348,40751,411547,27512,4801,623632,9959,12745,71658,43426,33150,123973,302,483668,2590,168903
"00001010000010000010",4328,167607,101923,341,177503,147850,120608,99614,159038,81662,955508,305478,558979,16575,78338,2238,19772,219358,70069,19306,1230677,1331429,96481,205969,21953,22309,1017436,12505,7337,589583
"01000101100111001110",299,29,7,6039,386,40,33,97,0,2,1031,0,6,3,3,31,8498,133285,86,31,1,5,161,1862385,35620,389121,285,1,78,254374
"11001000100110100001",24604,2800995,119284,8655,1093342,559869,14773,113583,1569915,277788,21086,10993,4333870,237753,682247,3455333,6241,34874,933278,1199,527996,4321,17680,4680519,449550,2522,15253,323374,38972,323714
"01000000010011001100",67626,2150072,539227,2437,4065,3870,263489,13859733,2867,9973,19713,205462,132279,3338,123247,714339,329771,1740174,6839,35197,897,229508,20069029,1197435,83604,241104,12193,128844,1494,399998
"00110110010111101011",26094,68906,18529,120119,2079,846,6183,194302,238,2538931,220149,76733,359,281,18258,302610,17947275,10235701,1863,1047412,4337,206318,1355843,6098,1190471,288050010,2611,274200,4203,6296053
"00101110100101110000",18230,260713,12880,30589,14471,1610591,6264,25486,1027,701655,1820822,7056,106887,20637,29163,77847,849289,710509,585910,14207,24757,10937026,6004,15374,337018,21325,10090,332237,8866578,764964
"00000011001011110100",3416,86576,994445,4609,6644,7402,4864,24975,1419,47169,25491,5465,40356,22,898617,1406,24265,2494023,376592,32154,1291,88833,1378755,60334,180070,22076,46999,138097,58383,39405
"10101110100111001011",5868,157332,173689,321020,54732,1948568,277341,182773,15687,518793,879165,12184,88423,128117,18142,23483,1204667,58168,59811,129461,395765,4699502,4464,4254,2146003,27817,15405,298394,288431,449644
"10110001010010111001",87,11804,1005537,2362,7387,4802,3010,63484,103440,164906,6886,492438,14400,12246,1071190,3281934,14918,119427,7119,475821,3168,10717,3223209,3531,384222,345468,1744,864177,22704,3574374
"00110011001000010111",1,0,20,0,0,0,0,0,0,0,3289,0,0,0,0,0,6477,0,0,400,0,0,0,97765,808,24,1,0,0,148
"11000110110100111011",6895,41798,1394,28304,4653,351639,1680575,72157,93520,433449,3081381,39828,655569,93321,272480,525887,691519,977557,157276,7045,65809,23238,22177,776671,766206,85502,20684,1543713,445245,69696
"00011101101100010101",8878,7,34,3714,50429,16,0,0,97,198,89,0,0,1,58,65,121,5743,85,4422,0,0,2,5045019,35797,15087,87,1,34,62252
"00100100100101101000",26546,998557,5965,44196,12620,49904,59295,1650879,72,52636,65736,3840,9278,218186,2233,867064,1763527,1252184,10810,24865,6675,836968,302645,29500,641420,1141425,350467,594069,277985,513770
"10110000001011001000",5592,198277,1541887,2900,38393,1164,399183,2087444,6651,1237,2227,1555,8018,29150,349952,45898,51020,55917,307,402826,98394,2621777,1765056,4832,219958,442593,262253,361790,41444,448142
"01110101000001100101",23763,0,27265,0,0,0,0,1,118,0,63616,0,68,0,3,0,2101292,0,8,11986,0,0,0,10118,3044,14,0,2,4,230
"01001100001011110000",47299,1848521,32914,11652,111005,7352,2116,128125,64537,466167,70752,4927,82320,4881,16782476,65723,269425,118737,690825,61718,1238,67049,659379,53500,34161,3099,2497,91277,448974,1042282
"00101011011010010110",0,0,14,0,0,0,0,0,0,0,27267,0,0,0,0,0,390,0,0,94,0,0,0,6722,400,5,0,0,1,3511
"00111000100000000000",55743,415148,130006,527,1694611,135498,60224,188202,315252,2759,121626,224318,207443,720895,10254,249333,2803,34702,33306,43988,2891030,1229947,31912,52883,17884,9460,81591,136967,10634,282423
"10110111011110100111",9835,0,21068,2,3,0,0,0,7,0,55629,0,10,0,1,0,32310,0,2,39949,0,0,0,4169,51509,303,8,0,3,290
"10001000101010110110",241,47823,48733,57915,11198291,73479,71109,5238,256961,78576,322011,679813,24693430,809,292269,80053,41,120894,27459131,63005,89107,34329,310042,119784,324787,688,865207,12027,366808,108363
"11000100110010000001",119702,1123909,379266,2022,415090,31707,352253,434903,6816650,338487,26912,165222,304923,79526,259648,583899,56372,49166,68015,2066,181495,7850,249097,1733679,93839,3609,176,10837688,702,35457
"00000111000110110101",26112,136677,909890,1552,13432,69609,66,302,25624,8948912,6330,89292,4648,1858,151309,19044,297240,659322,561207,92324,223,3139,529011,5633433,854271,31375,5659,129744,1812,123454
"11101101010010111001",605,79805,535024,27190,10292,249281,484,163138,1213362,849874,98715,429175,53645,329542,3635993,2436854,32600,3868,116507,358749,692,7061,312765,2099,376897,3473,291,336961,372941,4519024
"01100000101101111011",3170,3612,15874,450085,2252,68835,1932372,179279,2468,8290,79569,32081,55978,6317,506345,190434,12222164,361459,265534,116547,1166,79816,31062,70750,2648312,47985,45090,53364,2055800,251147
"00011001101100000010",1567,4,1,7047,130716,24,91,2,9,2,983,0,5,6,9,6,16,8025,14,95,179,2,0,253489,6382,429708,33936,0,217,276725
"10101101011001111111",79,0,3621,97,1,0,2,0,7,0,2068257,0,480,0,12,0,97584,0,17,1011355,0,0,0,16,50608,4,16,0,5079,1462
"10001001110110000100",118,22,119,6162,27387,239,7,4,5,95,297,1,112,1,3,581,1,12791,41,11,7,3,7,1756653,72274,111793,819,1,145,802935
"11000111000001111101",3627,965113,307304,4110,552,13628,10713,41122,332627,4633,335786,1172,276745,38399,1545417,5877,341843,157805,190864,63711,6427,33259,1573788,87931,745479,9568,7840,7181607,480972,14043
"11100001100110000100",2,0,54,0,0,0,0,0,0,0,141,0,0,0,0,0,389,0,0,0,0,0,0,3150641,1546,1,0,0,0,420
"11100101100110111100",193,0,11184,0,0,0,0,4,5,0,30355,0,2091,0,4,0,117021,0,86,517,0,0,0,103175,7938,0,6,0,429,358
"11000011110001100111",7881,220270,80000,436677,25168,11447,1427236,317672,263286,869,6153683,18455,14470020,244,33241,2822,5021,688394,2417956,991,1275750,18051,113474,23123,919706,75796,3833,2694303,82433,5310
"01111010101011001001",187028,249165,1124532,4362,11231,192693,151619,7960409,86176,6585,134667,4857,9123,8277,1691678,245883,512657,177202,8561,194733,667622,418616,9775,13111,50576,3649,757,2155815,8012,37753
"00010100110001110000",53607,1554961,1360,6855,188153,549,57763,123320,6344,355364,396937,31740,110757,2018,90825,1097534,151757,14753852,140948,12741,22911,163193,1999809,27893,16836,605303,428,5766802,41572,353092
"00001110111111110001",283140,266531,20383,690271,91035,90346,8725,15103,1308,529992958,186829,5096,8418,38,1363445,537558,962753,4589728,329137,50476,709,26740,5334,51333,383592,34408,186,933684,84761,274431
"01011101010111011110",659,17,4,17792,511,6,1,5,1,58,2353,3,3,1,111,246,4993,66703,42,2775,0,8,188,177746,12862,2371529,7,0,357,25056832
"00101000101001011001",3907,21920,416448,48434,20395,191255,958823,124352,20401,57629,70898,42340,33841,17880,776141,187043,805185,55278,36212,1384197,1801,748510,12541,5707,318683,800,20513,359119,594720,139538
"01001010000010000011",16606,145939,408811,365,42882,143943,85576,86073,7662065,46621,658706,451484,557321,19600,927463,4226,227778,59687,175189,21612,792793,91543,51541,1338091,43771,3906,20948,44764,2168,242307
"11001100101010110000",10581,909493,25407,4929,2373262,295811,15077,98077,2166374,227469,129367,10646,2139191,122865,7042289,437612,1295,20058,3621771,5973,137827,16804,61955,172817,39956,84,9892,504620,670457,80285
"11010001000100000010",165,6,7,136,1952,3,131,3,279,0,327,0,50,132,35,2,154,1909,3,8,668,6,18,3774268,19717,3524809,13804,0,575,875234
"10001000001110011101",13144,109125,3475114,16558,290778,169073,21257,1375,109406,1660271,729,39697,72275,46600,2786967,429184,14345,11402,33807,3917746,174,16503,85569,5539732,2588445,1875,768803,7325,29320,340639
"00011101011100010111",4349,1,11,75162,23421,1,1,0,44,597,414,5,0,0,51,11,263,5684,24,47259,0,0,10,668860,86235,1725478,153,0,39,1376371
"11011010101001011111",28001,136527,94370,42600,95439,62408,5806166,51298,2500391,559,2785783,5486,5395624,11213,3370259,9768,19057,106751,615598,454048,1394104,326521,13569,71982,196823,816,18409,409181,376108,4815
"01000001010100110101",99247,84733,294267,18252,10547,22430,3022,3194,75438,145579,5290,325460,96484,6000,337635,314760,98212,152352,398044,28326,51,660,327497,11784090,967452,70840,4445,24299,9463,319530
"11111100010010010000",29121,234095,629461,953,256270,67170,2915,61405,5941359,103115,63857,824175,180042,566063,1679732,721037,15306,3552,54874,141915,44319,1002663,289264,30508,34196,5475,96,112033,84209,6798987
"01101000100111101110",439,0,1006,1,1,0,3,98,0,0,1392352,0,15048,0,1,0,592091,4,135,1641,0,0,0,22201,7083,3,56,0,354,4822
"01010011100011000110",97,10,42,88,295,5,54,60,19,0,13076,1,69,0,12,2,350,789787,184,5,1338,30,163,773437,3450,304244,26,8,18,36443
"01111110101111010110",96125,0,5355,0,3,0,2,1,6,0,1150727,0,547,0,10,0,2906682,1,214,10071,0,1,0,27039,1355,0,0,0,149,290
"00110011011111001011",101,0,92,22326,10,1,50,16,0,30,323,0,0,0,34,9,57224,255577,0,3308,1,12,14,8136,196495,317862627,164,1,48,2523494
"11100111101100111001",16702,13004,137483,27238,2151,4547678,57222,56258,74986,21946,49539,612,9212,838587,801900,43494,226131,11721,55178,24371,18675,12642,1499,55136,1852561,1652,34270,2143223,1919881,7495
